station_number,latitude,longitude,county,locality,address,institution
591,46.90760416172891,22.909359646065667,JUDEŢUL CLUJ,HODIŞU,"UAT: POIENI, Localitate: HODIŞU, Nr: 176/A Etaj: Parter  Rampa: Nu e cazul",Şcoala HODIŞU
581,47.259624786174314,22.5277331734932,JUDEŢUL BIHOR,SUPLACU DE BARCĂU,"UAT: SUPLACU DE BARCĂU, Localitate: SUPLACU DE BARCĂU, Artera: Piaţa Republicii, Nr: 1 Etaj: Parter  Rampa: Da",Lic. Tehnologic Nr1 Suplacu de Barcau
539,46.36410552930434,26.925593721644233,JUDEŢUL BACĂU,CIUCANI,"UAT: RĂCĂCIUNI, Localitate: CIUCANI Etaj: Parter  Rampa: Da",Şcoala cu clasele I-IV satul Ciucani
222,45.29097910093451,27.745192509330323,JUDEŢUL BRĂILA,ROMANU,"UAT: ROMANU, Localitate: ROMANU Etaj: Parter  Rampa: Da",Școala gimnaziala Romanu
196,47.3099500400862,22.059348899288896,JUDEŢUL BIHOR,CADEA,"UAT: ORAŞ SĂCUENI, Localitate: CADEA, Nr: 298 Etaj: Parter  Rampa: Da",ŞCOALA GENERALĂ
465,43.935907800000024,23.29644810000004,JUDEŢUL DOLJ,RAST,"UAT: RAST, Localitate: RAST, Artera: Strada Via Miriţoiu, Nr: 88 Etaj: Parter  Rampa: Da",SALA DE SPORT
195,44.393221583337905,25.948777698456222,JUDEŢUL ILFOV,OLTENI,"UAT: CLINCENI, Localitate: OLTENI, Artera: Strada Ciorogârlei (Strada Ciorogîrlei), Nr: 10 Etaj: Parter  Rampa: Da",Şcoala Primară NR.2 Olteni Clinceni
395,47.05941262623243,27.75117060530667,JUDEŢUL IAŞI,CURAGĂU,"UAT: COMARNA, Localitate: CURAGĂU Etaj: Parter  Rampa: Da",ŞCOALA CURAGĂU
217,44.759918386197675,22.720299062424623,JUDEŢUL MEHEDINŢI,BOBAIŢA,"UAT: MALOVĂŢ, Localitate: BOBAIŢA Etaj: Parter  Rampa: Da",Căminul Cultural Bobaiţa
282,47.0084538303745,26.349791262944226,JUDEŢUL NEAMŢ,ALMAŞ,"UAT: GÂRCINA, Localitate: ALMAŞ, Artera: Strada Almaşului, Nr: 68/B Etaj: Parter  Rampa: Nu e cazul",ŞCOALA ALMAŞ
60,47.18071399999999,24.179744999999972,JUDEŢUL BISTRIŢA-NĂSĂUD,BECLEAN,"UAT: ORAŞ BECLEAN, Localitate: BECLEAN, Artera: Strada Trandafirilor (Strada Parcului II), Nr: 2 Etaj: Parter  Rampa: Da",PRIMĂRIA ORAȘULUI BECLEAN
257,45.509337997010604,26.442431749587765,JUDEŢUL BUZĂU,VARLAAM,"UAT: GURA TEGHII, Localitate: VARLAAM Etaj: Parter  Rampa: Da",Şcoala primară Varlaam
120,46.045003937411344,26.30168174805302,JUDEŢUL COVASNA,BREŢCU,"UAT: BREŢCU, Localitate: BREŢCU, Nr: 212 Etaj: Parter  Rampa: Da",CENTRUL CULTURAL BREŢCU
218,44.72810599999998,22.742020999999962,JUDEŢUL MEHEDINŢI,COLIBAŞI,"UAT: MALOVĂŢ, Localitate: COLIBAŞI Etaj: Parter  Rampa: Da",Şcoala generală I-IV Colibaşi
189,46.43017078673938,24.840813970621305,JUDEŢUL MUREŞ,SÂNGEORGIU DE PĂDURE,"UAT: ORAŞ SÂNGEORGIU DE PĂDURE, Localitate: SÂNGEORGIU DE PĂDURE, Artera: Strada Nicolae Bălcescu, Nr: 13 Etaj: Parter  Rampa: Da",CAMINUL CULTURAL SÂNGEORGIU DE PĂDURE
592,46.82754406102751,22.765979535482508,JUDEŢUL CLUJ,LUNCA VIŞAGULUI,"UAT: POIENI, Localitate: LUNCA VIŞAGULUI, Nr: 42 Etaj: Parter  Rampa: Nu e cazul",Şcoala LUNCA VIŞAGULUI
196,44.271713500744596,26.080387409348692,JUDEŢUL ILFOV,COPĂCENI,"UAT: COPĂCENI, Localitate: COPĂCENI, Artera: Strada Principală, Nr: 198 Etaj: Parter  Rampa: Da",Așezământul social al Bisericii Sf. Dumitru
466,44.3109762011932,24.014104010449973,JUDEŢUL DOLJ,ROBĂNEŞTII DE JOS,"UAT: ROBĂNEŞTI, Localitate: ROBĂNEŞTII DE JOS, Nr: 50 Etaj: Parter  Rampa: Da",Cămin Cultural
396,47.06847338456384,27.806865893308963,JUDEŢUL IAŞI,STÂNCA,"UAT: COMARNA, Localitate: STÂNCA Etaj: Parter  Rampa: Da",ŞCOALA STÂNCA
386,44.93984114685668,26.374614106458047,JUDEŢUL PRAHOVA,VÂLCELELE,"UAT: COLCEAG, Localitate: VÂLCELELE, Nr: 1-224 Etaj: Parter  Rampa: Da",Scoala Primara Vilcelele - Colceag - Structura
283,46.99020127777253,26.295983758460366,JUDEŢUL NEAMŢ,CUEJDIU,"UAT: GÂRCINA, Localitate: CUEJDIU, Artera: Strada Cuejdiului, Nr: 146 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”
218,47.71202420080709,26.64905200931132,JUDEŢUL BOTOŞANI,CURTEŞTI,"UAT: CURTEŞTI, Localitate: CURTEŞTI, Artera: Strada Principală, Nr: 114 Etaj: Parter  Rampa: Nu e cazul",Grădinița cu program normal nr. 1 Curtești
267,43.7538390196477,24.369540986652805,JUDEŢUL OLT,ORLEA,"UAT: ORLEA, Localitate: ORLEA, Artera: Strada Culturii, Nr: 102 Etaj: Parter  Rampa: Da",Căminul Cultural
164,47.196134498312,23.395105317508023,JUDEŢUL SĂLAJ,FABRICA,"UAT: GÂRBOU, Localitate: FABRICA, Nr: 29 Etaj: Parter  Rampa: Da",ȘCOALA PRIMARĂ
193,46.23554599999997,24.529229000000004,JUDEŢUL SIBIU,ERNEA,"UAT: ORAŞ DUMBRĂVENI, Localitate: ERNEA, Nr: 215 Etaj: Parter  Rampa: Da",CĂMINUL CULTURAL ERNEA
15,47.640881423036404,26.244967359988358,JUDEŢUL SUCEAVA,SUCEAVA,"UAT: MUNICIPIUL SUCEAVA, Localitate: SUCEAVA, Artera: Strada Universităţii (Bulevardul Universităţii), Nr: 13 Etaj: Parter  Rampa: Da",UNIVERSITATEA ”ŞTEFAN CEL MARE”
523,47.541600409939996,25.6587299173362,JUDEŢUL SUCEAVA,PRISACA DORNEI,"UAT: VAMA, Localitate: PRISACA DORNEI, Artera: Strada Teilor, Nr: 15 Etaj: Parter  Rampa: Da",Şcoala gimnazială ”Iorgu G. Toma” localul din satul Prisaca Dornei
253,44.747642687041925,25.28911188902164,JUDEŢUL DÂMBOVIŢA,GURA FOII,"UAT: GURA FOII, Localitate: GURA FOII Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ GURA FOII
262,43.939993364271686,24.923218014465117,JUDEŢUL TELEORMAN,SALCIA,"UAT: SALCIA, Localitate: SALCIA Etaj: Parter  Rampa: Da",localul Căminului Cultural Salcia
76,44.44219802381164,26.851147545678607,JUDEŢUL CĂLĂRAŞI,LEHLIU-GARĂ,"UAT: ORAŞ LEHLIU-GARĂ, Localitate: LEHLIU-GARĂ, Artera: Strada Pompieri, Nr: 3 Etaj: Parter  Rampa: Da",PRIMARIE
259,45.48376999999999,26.586220000000036,JUDEŢUL BUZĂU,LOPĂTARI,"UAT: LOPĂTARI, Localitate: LOPĂTARI, Artera: Strada Principală, Nr: 59 Etaj: Parter  Rampa: Da",Clădire Cămin cultural sat Lopătari
269,44.25765748784492,24.3253797902175,JUDEŢUL OLT,VLĂDULENI,"UAT: OSICA DE SUS, Localitate: VLĂDULENI, Artera: Strada Republicii, Nr: 70 Etaj: Parter  Rampa: Da",Centru de Promovare a Sănătăţii
200,44.190163802061726,28.64777162358972,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Nicolae Iorga (Strada 30 Decembrie), Nr: 16 Etaj: Demisol  Rampa: Nu",ANEXĂ LA COLEGIUL NAŢIONAL ”MIRCEA CEL BĂTRÂN”
197,44.25807677466269,26.094930740336494,JUDEŢUL ILFOV,COPĂCENI,"UAT: COPĂCENI, Localitate: COPĂCENI, Artera: Strada Principală, Nr: 509 Etaj: Parter  Rampa: Da",Scoala Gimnaziala nr. 1
219,45.021789159441106,22.685086757085575,JUDEŢUL MEHEDINŢI,OBÂRŞIA-CLOŞANI,"UAT: OBÂRŞIA-CLOŞANI, Localitate: OBÂRŞIA-CLOŞANI Etaj: Parter  Rampa: Da",Școala Generală I-VIII Obîrșia Cloșani
307,44.662033816248005,25.240617988613536,JUDEŢUL DÂMBOVIŢA,MORTENI,"UAT: MORTENI, Localitate: MORTENI Etaj: Parter  Rampa: Da",GRĂDINIȚA MORTENI CENTRU
593,46.85756221316262,22.91831765685869,JUDEŢUL CLUJ,MORLACA,"UAT: POIENI, Localitate: MORLACA, Nr: 110 / A Etaj: Parter  Rampa: Nu e cazul",Şcoala Primara MORLACA
122,46.072442317974044,26.38979220499191,JUDEŢUL COVASNA,OITUZ,"UAT: BREŢCU, Localitate: OITUZ, Nr: 11 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ OITUZ
401,47.00331383730944,27.895796622595036,JUDEŢUL IAŞI,COZIA,"UAT: COSTULENI, Localitate: COZIA Etaj: Parter  Rampa: Nu e cazul",Școala Gimnazială Cozia
468,44.29366473474068,23.99915253709936,JUDEŢUL DOLJ,LĂCRIŢA MARE,"UAT: ROBĂNEŞTI, Localitate: LĂCRIŢA MARE, Nr: 66 Etaj: Parter  Rampa: Da",Şcoala Lăcriţa Mare
284,47.02366301976431,26.82113540156806,JUDEŢUL NEAMŢ,GHERĂEŞTI,"UAT: GHERĂEŞTI, Localitate: GHERĂEŞTI Etaj: Parter  Rampa: Da","SCOALA GIMNAZIALA, COMUNA GHERAESTI"
190,46.43017078673938,24.840813970621305,JUDEŢUL MUREŞ,SÂNGEORGIU DE PĂDURE,"UAT: ORAŞ SÂNGEORGIU DE PĂDURE, Localitate: SÂNGEORGIU DE PĂDURE, Artera: Strada Nicolae Bălcescu, Nr: 13 Etaj: Parter  Rampa: Da",CAMINUL CULTURAL SÂNGEORGIU DE PĂDURE
388,45.156671364224636,25.7035223626166,JUDEŢUL PRAHOVA,CORNU DE JOS,"UAT: CORNU, Localitate: CORNU DE JOS, Nr: 480 Etaj: Parter  Rampa: Da",Şcoala Gimnazială ”Profesor Cristea Stănescu”
165,47.13162685278003,23.41249704187007,JUDEŢUL SĂLAJ,POPTELEAC,"UAT: GÂRBOU, Localitate: POPTELEAC, Nr: 60 Etaj: Parter  Rampa: Da",ȘCOALA PRIMARĂ
195,45.88705875471623,23.79480189789059,JUDEŢUL SIBIU,MIERCUREA SIBIULUI,"UAT: ORAŞ MIERCUREA SIBIULUI, Localitate: MIERCUREA SIBIULUI, Artera: Strada Ilie Măcelariu, Nr: 48 Etaj: Parter  Rampa: Da",Primăria oraşului Miercurea Sibiului
16,47.6397469172736,26.24469682245917,JUDEŢUL SUCEAVA,SUCEAVA,"UAT: MUNICIPIUL SUCEAVA, Localitate: SUCEAVA, Artera: Bulevardul 1 Mai, Nr: 6 Etaj: Parter  Rampa: Da",DIRECŢIA SILVICĂ SUCEAVA
12,45.156950262579535,26.831485757932338,JUDEŢUL BUZĂU,BUZĂU,"UAT: MUNICIPIUL BUZĂU, Localitate: BUZĂU, Artera: Aleea Afinelor, Nr: 7 Etaj: Etaj 1  Rampa: Nu",LICEUL TEHNOLOGIC ”GRIGORE C. MOISIL”
439,44.43352280134652,25.12628990995178,JUDEŢUL ARGEŞ,SLOBOZIA,"UAT: POPEŞTI, Localitate: SLOBOZIA Etaj: Parter  Rampa: Da",Şcoala Slobozia
191,46.431820999999985,24.837897000000027,JUDEŢUL MUREŞ,SÂNGEORGIU DE PĂDURE,"UAT: ORAŞ SÂNGEORGIU DE PĂDURE, Localitate: SÂNGEORGIU DE PĂDURE, Artera: Piaţa Rhedey Claudia (Piaţa Unirii), Nr: 5 Etaj: Parter  Rampa: Da",LICEUL TEHNOLOGIC” SFÂNTUL GHEORGHE” SÂNGEORGIU DE PĂDURE
268,45.18107669771362,26.810881894371196,JUDEŢUL BUZĂU,MĂRĂCINENI,"UAT: MĂRĂCINENI, Localitate: MĂRĂCINENI Etaj: Parter  Rampa: Da",SCOALA GENERALA MARACINENI
480,46.27772496848697,27.020726362159685,JUDEŢUL BACĂU,ORBENI,"UAT: ORBENI, Localitate: ORBENI Etaj: Parter  Rampa: Da",Şcoala cu clasele I-VIII satul Orbeni
42,46.56593587813508,26.888633889447004,JUDEŢUL BACĂU,BACĂU,"UAT: MUNICIPIUL BACĂU, Localitate: BACĂU, Artera: Bulevardul Vasile Pârvan (Bulevardul 23 August), Nr: 22 Etaj: Parter  Rampa: Da",Colegiul Tehnologic ”Anghel Saligny” - Corpul F
221,44.179641610911304,22.95585544534678,JUDEŢUL MEHEDINŢI,IZIMŞA,"UAT: OBÂRŞIA DE CÂMP, Localitate: IZIMŞA Etaj: Parter  Rampa: Da",Căminul Cultural Izimşa
595,46.9199940813987,22.837776476369015,JUDEŢUL CLUJ,VALEA DRĂGANULUI,"UAT: POIENI, Localitate: VALEA DRĂGANULUI, Nr: 417 /A Etaj: Parter  Rampa: Nu e cazul",Şcoala Gimnaziala ”Aurel Munteanu” VALEA DRĂGANULUI
190,45.83830538257532,27.435821335831648,JUDEŢUL GALAŢI,TECUCI,"UAT: MUNICIPIUL TECUCI, Localitate: TECUCI, Artera: Strada 1 Decembrie 1918 (Strada 23 August), Nr: 107, Bl: --- Etaj: Parter  Rampa: Da",Colegiul Naţional de Agricultură şi Economie
402,47.00341399999999,27.89591100000001,JUDEŢUL IAŞI,COZIA,"UAT: COSTULENI, Localitate: COZIA Etaj: Parter  Rampa: Nu e cazul",Școala Gimnazială Cozia
133,45.77659144953042,25.802718756000274,JUDEŢUL COVASNA,CHICHIŞ,"UAT: CHICHIŞ, Localitate: CHICHIŞ, Nr: 103 Etaj: Parter  Rampa: Da",Căminul cultural Chichiş
469,44.3265031416996,24.007861757677812,JUDEŢUL DOLJ,ROBĂNEŞTII DE SUS,"UAT: ROBĂNEŞTI, Localitate: ROBĂNEŞTII DE SUS, Artera: Strada Gării, Nr: 82 Etaj: Parter  Rampa: Da",Şcoala Robăneştii de Sus
390,45.162153300003105,25.893630928952934,JUDEŢUL PRAHOVA,COSMINA DE JOS,"UAT: COSMINELE, Localitate: COSMINA DE JOS, Nr: 83A Etaj: Parter  Rampa: Da",Biblioteca comunală Cosminele
285,47.02366301976431,26.82113540156806,JUDEŢUL NEAMŢ,GHERĂEŞTI,"UAT: GHERĂEŞTI, Localitate: GHERĂEŞTI Etaj: Parter  Rampa: Da","SCOALA GIMNAZIALA, COMUNA GHERAESTI"
270,44.280412700812676,24.35010361064092,JUDEŢUL OLT,GRECI,"UAT: OSICA DE SUS, Localitate: GRECI, Artera: Strada Şcolii, Nr: 3 Etaj: Parter  Rampa: Da",Şcoala Generală Greci
196,45.88705875471623,23.79480189789059,JUDEŢUL SIBIU,MIERCUREA SIBIULUI,"UAT: ORAŞ MIERCUREA SIBIULUI, Localitate: MIERCUREA SIBIULUI, Artera: Strada Ilie Măcelariu, Nr: 48 Etaj: Parter  Rampa: Da",Primăria oraşului Miercurea Sibiului
80,46.622653000000035,27.697558999999988,JUDEŢUL VASLUI,VASLUI,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Metalurgiei, Nr: 3 Etaj: Parter  Rampa: Da",Clădire SC. ROXCOFY SRL.
166,47.171816862954024,23.422369675064562,JUDEŢUL SĂLAJ,SOLOMON,"UAT: GÂRBOU, Localitate: SOLOMON, Nr: 141 Etaj: Parter  Rampa: Da",CĂMINUL CULTURAL
385,46.296305442845515,21.670782668957077,JUDEŢUL ARAD,MÂSCA,"UAT: ŞIRIA, Localitate: MÂSCA, Artera: Strada Coriolan Petranu, Nr: 32 Etaj: Parter  Rampa: Da",Căminul Cultural Mâsca
220,47.694674528208424,26.6560036940027,JUDEŢUL BOTOŞANI,BĂICENI,"UAT: CURTEŞTI, Localitate: BĂICENI, Artera: Strada Livezii, Nr: 32 Etaj: Parter  Rampa: Nu e cazul",Școala gimnazială „Neculai Leon” Băiceni
65,44.45842396532494,26.095174789242993,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 1,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 1, Artera: Calea Dorobanţilor, Nr: 163 Etaj: Parter  Rampa: Da",COLEGIUL NAŢIONAL ”I.L. CARAGIALE”
269,45.18107669771362,26.810881894371196,JUDEŢUL BUZĂU,MĂRĂCINENI,"UAT: MĂRĂCINENI, Localitate: MĂRĂCINENI Etaj: Parter  Rampa: Da",ŞCOALA GENERALĂ MĂRĂCINENI
271,44.25380890132262,24.32279531019563,JUDEŢUL OLT,OSICA DE SUS,"UAT: OSICA DE SUS, Localitate: OSICA DE SUS, Artera: Strada Păcii, Nr: 1 Etaj: Parter  Rampa: Da",Spatiul Comercial Dude Gheorghe
200,44.60413288824292,26.014112312800677,JUDEŢUL ILFOV,OSTRATU,"UAT: CORBEANCA, Localitate: OSTRATU, Artera: Strada Primăverii, Nr: 32 Etaj: Parter  Rampa: Da",Clădirea After School
222,44.2868806259541,23.075478178123458,JUDEŢUL MEHEDINŢI,OPRIŞOR,"UAT: OPRIŞOR, Localitate: OPRIŞOR Etaj: Parter  Rampa: Nu e cazul",Căminul Cultural Oprișor
387,45.71293980434406,27.840643412171158,JUDEŢUL GALAŢI,REDIU,"UAT: REDIU, Localitate: REDIU, Artera: Strada Ștefan cel Mare, Nr: 49 Etaj: Parter  Rampa: Da","GRĂDINIȚA CU PROGRAM NORMAL NR.1, COMUNA REDIU"
138,45.73548433761225,25.84324456481814,JUDEŢUL COVASNA,LUNCA MĂRCUŞULUI,"UAT: DOBÂRLĂU, Localitate: LUNCA MĂRCUŞULUI, Nr: 121 Etaj: Parter  Rampa: Da",ȘCOALA PRIMARĂ LUNCA MĂRCUȘULUI
406,47.35775316099566,26.986041513419494,JUDEŢUL IAŞI,BAHLUIU,"UAT: COTNARI, Localitate: BAHLUIU Etaj: Parter  Rampa: Da",CASA DE PRAZNUIRE BAHLUI
471,44.028853801222084,23.93484691057351,JUDEŢUL DOLJ,TÂMBUREŞTI,"UAT: ROJIŞTE, Localitate: TÂMBUREŞTI Etaj: Parter  Rampa: Da",Şcoala cu cls.I-IV
286,47.02366301976431,26.82113540156806,JUDEŢUL NEAMŢ,GHERĂEŞTI,"UAT: GHERĂEŞTI, Localitate: GHERĂEŞTI Etaj: Parter  Rampa: Da","SCOALA GIMNAZIALA, COMUNA GHERAESTI"
192,46.405563559317436,24.922521202977325,JUDEŢUL MUREŞ,BEZID,"UAT: ORAŞ SÂNGEORGIU DE PĂDURE, Localitate: BEZID, Nr: 37 Etaj: Parter  Rampa: Da",SCOALA GIMNAZIALĂ BEZID
393,45.23675272434262,26.07057424552432,JUDEŢUL PRAHOVA,DRAJNA DE JOS,"UAT: DRAJNA, Localitate: DRAJNA DE JOS, Artera: Strada Radu Şerban Voevod, Nr: 258 Etaj: Parter  Rampa: Da",GRĂDINIȚA PLĂIȘANI
171,47.246127455329294,23.01483983930339,JUDEŢUL SĂLAJ,HERECLEAN,"UAT: HERECLEAN, Localitate: HERECLEAN, Nr: 96/a Etaj: Parter  Rampa: Da",CĂMINUL CULTURAL HERECLEAN
198,45.85009649471841,23.77306874332116,JUDEŢUL SIBIU,DOBÂRCA,"UAT: ORAŞ MIERCUREA SIBIULUI, Localitate: DOBÂRCA, Nr: 62 Etaj: Parter  Rampa: Da",Camin cultural
17,47.64014990048433,26.238584109445924,JUDEŢUL SUCEAVA,SUCEAVA,"UAT: MUNICIPIUL SUCEAVA, Localitate: SUCEAVA, Artera: Strada Zorilor, Nr: 17 Etaj: Parter  Rampa: Da","COLEGIUL NAŢIONAL DE INFORMATICĂ ”SPIRU HARET”, SALA A"
11,46.63726872431691,27.728962107204744,JUDEŢUL VASLUI,VASLUI,"UAT: MUNICIPIUL VASLUI, Localitate: VASLUI, Artera: Strada Călugăreni, Nr: 56 Etaj: Parter  Rampa: Da",Grădinița cu program prelungit nr.14
42,46.08825793988797,23.559199111002215,JUDEŢUL ALBA,ALBA IULIA,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Vârtop, Nr: 2 A Etaj: Parter  Rampa: Da",Florida Gold SRL
604,46.74721476086839,23.156071954074708,JUDEŢUL CLUJ,MĂRCEŞTI,"UAT: RIŞCA, Localitate: MĂRCEŞTI, Nr: 28 Etaj: Parter  Rampa: Da",Şcoala primară cu clasele I-IV
322,45.27727927881138,22.340407354345096,JUDEŢUL CARAŞ-SEVERIN,ILOVA,"UAT: SLATINA-TIMIŞ, Localitate: ILOVA, Artera: Strada Principală, Nr: 63 Etaj: Parter  Rampa: Da",Școala Primară Ilova
410,45.7966406128392,22.886512382016164,JUDEŢUL HUNEDOARA,PESTIŞU MIC,"UAT: PESTIŞU MIC, Localitate: PESTIŞU MIC, Nr: 68 Etaj: Parter  Rampa: Da",Căminul Cultural Pestișu Mic
270,45.18683999999999,26.799000000000014,JUDEŢUL BUZĂU,CĂPĂŢÂNEŞTI,"UAT: MĂRĂCINENI, Localitate: CĂPĂŢÂNEŞTI Etaj: Parter  Rampa: Da",GRĂDINIȚA CU PROGRAM NORMAL CĂPĂȚÂNEȘTI
224,44.31693465612569,23.092515894398343,JUDEŢUL MEHEDINŢI,PRISĂCEAUA,"UAT: OPRIŞOR, Localitate: PRISĂCEAUA Etaj: Parter  Rampa: Da",Școala Generală Prisăceaua
156,46.24138249456167,26.762101180757583,JUDEŢUL BACĂU,ONEŞTI,"UAT: MUNICIPIUL ONEŞTI, Localitate: ONEŞTI, Artera: Strada Aurora, Nr: 2 Etaj: Parter  Rampa: Da",Liceul Tehnologic (fosta nr.7)
202,44.6018560008741,26.066224009132213,JUDEŢUL ILFOV,PETREŞTI,"UAT: CORBEANCA, Localitate: PETREŞTI, Artera: Şoseaua Unirii, Nr: 24 Etaj: Parter  Rampa: Da",Grădiniţa nr. 1
141,46.103569401189795,26.2083940090776,JUDEŢUL COVASNA,ESTELNIC,"UAT: ESTELNIC, Localitate: ESTELNIC, Nr: 167 Etaj: Parter  Rampa: Da",CĂMINUL CULTURAL ESTELNIC
395,44.82677363992007,26.286400444771107,JUDEŢUL PRAHOVA,DRĂGĂNEŞTI,"UAT: DRĂGĂNEŞTI, Localitate: DRĂGĂNEŞTI, Nr: 69A Etaj: Parter  Rampa: Da",Grădinița Drăgănești
407,47.3397184003461,26.907328809673196,JUDEŢUL IAŞI,CÂRJOAIA,"UAT: COTNARI, Localitate: CÂRJOAIA Etaj: Parter  Rampa: Da",SCOALA CIRJOAIA
472,43.91371562183941,23.943309520250274,JUDEŢUL DOLJ,SADOVA,"UAT: SADOVA, Localitate: SADOVA, Artera: Strada Craiovei, Nr: 14 Etaj: Parter  Rampa: Da",SCOALA GIMNAZIALA STRUCTURA RAIETI
274,44.29031432600903,24.23084417812471,JUDEŢUL OLT,PÂRŞCOVENI,"UAT: PÂRŞCOVENI, Localitate: PÂRŞCOVENI, Artera: Strada Dealu Morii, Nr: 118 Etaj: Parter  Rampa: Da",SCOALA GIMNAZIALA PIRSCOVENI
193,46.59744824473021,25.069637918866935,JUDEŢUL MUREŞ,SOVATA,"UAT: ORAŞ SOVATA, Localitate: SOVATA, Artera: Strada Principală, Nr: 196/A Etaj: Parter  Rampa: Da",Şcoala Gimnazială ”S.Illyes Lajos” Sovata
288,47.0343137602697,26.84117993181249,JUDEŢUL NEAMŢ,TEŢCANI,"UAT: GHERĂEŞTI, Localitate: TEŢCANI Etaj: Parter  Rampa: Da","SCOALA PRIMARA, TETCANI"
18,47.64014990048433,26.238584109445924,JUDEŢUL SUCEAVA,SUCEAVA,"UAT: MUNICIPIUL SUCEAVA, Localitate: SUCEAVA, Artera: Strada Zorilor, Nr: 17 Etaj: Parter  Rampa: Da","COLEGIUL NAŢIONAL DE INFORMATICĂ ” SPIRU HARET”, SALA B"
172,47.249665059658795,22.974833778655217,JUDEŢUL SĂLAJ,BADON,"UAT: HERECLEAN, Localitate: BADON, Nr: 63 Etaj: Parter  Rampa: Nu",ŞCOALA PRIMARĂ BADON
199,45.88045446815018,24.056724833328342,JUDEŢUL SIBIU,OCNA SIBIULUI,"UAT: ORAŞ OCNA SIBIULUI, Localitate: OCNA SIBIULUI, Artera: Piaţa Traian, Nr: 2 Etaj: Parter  Rampa: Nu",Şcoala Gimnaziala Ocna Sibiului
524,47.58053264234389,25.680179550127225,JUDEŢUL SUCEAVA,STRÂMTURA,"UAT: VAMA, Localitate: STRÂMTURA, Artera: Strada Petru Rareş, Nr: 81 Etaj: Parter  Rampa: Da",Şcoala gimnazială ”Iorgu G. Toma” localul din satul Strâmtura
157,45.731359702208294,21.25004431248204,JUDEŢUL TIMIŞ,TIMIŞOARA,"UAT: MUNICIPIUL TIMIŞOARA, Localitate: TIMIŞOARA, Artera: Strada Aştrilor, Nr: 13 Etaj: Parter  Rampa: Da",Școala Gimnazială nr.30 Timișoara
435,44.012216801020934,28.0510280081939,JUDEŢUL CONSTANŢA,PETROŞANI,"UAT: DELENI, Localitate: PETROŞANI, Nr: 71 Etaj: Parter  Rampa: Da",Fost Sediu C.A.P. Petroşani
606,46.78665078696849,22.839261921539677,JUDEŢUL CLUJ,ROGOJEL,"UAT: SĂCUIEU, Localitate: ROGOJEL, Nr: 187/a Etaj: Parter  Rampa: Da",Căminul Cultural
411,45.81734718902593,22.893365449655835,JUDEŢUL HUNEDOARA,ALMAŞU MIC,"UAT: PESTIŞU MIC, Localitate: ALMAŞU MIC, Nr: 45 Etaj: Parter  Rampa: Da",CĂMINUL CULTURAL ALMAŞU MIC
272,45.196620190028376,26.775170843488095,JUDEŢUL BUZĂU,POTOCENI,"UAT: MĂRĂCINENI, Localitate: POTOCENI Etaj: Parter  Rampa: Da",ŞCOALA GENERALĂ POTOCENI
226,44.46180788457859,22.986409480186165,JUDEŢUL MEHEDINŢI,IABLANIŢA,"UAT: PĂDINA, Localitate: IABLANIŢA Etaj: Parter  Rampa: Da",Şcoala Generală Iablaniţa
203,44.583859999999994,26.005863299999987,JUDEŢUL ILFOV,TAMAŞI,"UAT: CORBEANCA, Localitate: TAMAŞI, Artera: Şoseaua Unirii, Nr: 411 Etaj: Parter  Rampa: Nu e cazul",Scoala Gimnaziala nr.2
19,47.6409720834366,26.23790674109414,JUDEŢUL SUCEAVA,SUCEAVA,"UAT: MUNICIPIUL SUCEAVA, Localitate: SUCEAVA, Artera: Strada Zorilor, Nr: 10A Etaj: Parter  Rampa: Da",GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7 ”ABC ”
408,47.337653081093215,27.0158930423505,JUDEŢUL IAŞI,HODORA,"UAT: COTNARI, Localitate: HODORA Etaj: Parter  Rampa: Da",SCOALA HODORA
131,46.3714924509676,23.022459337865197,JUDEŢUL ALBA,MIHOEŞTI,"UAT: ORAŞ CÂMPENI, Localitate: MIHOEŞTI, Nr: 21B Etaj: Parter  Rampa: Nu e cazul",Şcoala Primară Mihoeşti
474,43.9033776585534,23.939120595231962,JUDEŢUL DOLJ,SADOVA,"UAT: SADOVA, Localitate: SADOVA, Artera: Strada Craiovei, Nr: 131 Etaj: Parter  Rampa: Da",SCOALA GIMNAZIALA SADOVA LOCAL VALE
275,44.296408623184284,24.206946352316823,JUDEŢUL OLT,OLARI,"UAT: PÂRŞCOVENI, Localitate: OLARI, Nr: 138 Etaj: Parter  Rampa: Da",SCOALA GIMNAZIALA OLARI
